,ID,Year_Birth,Education,Marital_Status,Income,Kidhome,Teenhome,Dt_Customer,Recency,MntWines,MntFruits,MntMeatProducts,MntFishProducts,MntSweetProducts,MntGoldProds,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,AcceptedCmp3,AcceptedCmp4,AcceptedCmp5,AcceptedCmp1,AcceptedCmp2,Complain,Response,Customer_For,Age,Spent,Living_With,Children,Family_Size,Is_Parent
1250,9606,1965,PhD,Married,69969.0,0,0,2013-08-27,64,882,29,514,38,29,44,1,4,2,6,3,0,0,1,1,0,0,1,40262400000000000,56,1536,Partner,0,2,0
1251,8534,1952,Graduation,Married,67433.0,0,2,2013-07-16,51,615,28,259,12,48,30,4,6,5,13,4,0,1,0,0,0,0,0,43891200000000000,69,992,Partner,2,4,1
1252,5153,1967,PhD,Married,77766.0,0,1,2013-02-22,97,1004,59,265,115,59,27,2,11,10,11,6,1,0,0,0,0,0,1,56332800000000000,54,1529,Partner,1,3,1
1253,961,1972,Graduation,Married,74716.0,0,1,2013-12-09,92,133,27,421,13,195,71,2,7,3,5,4,0,0,0,0,0,0,0,31276800000000000,49,860,Partner,1,3,1
1254,5011,1963,Graduation,Divorced,68118.0,0,1,2013-10-18,51,595,23,123,10,23,154,2,8,9,4,6,0,0,0,0,0,0,0,35769600000000000,58,928,Alone,1,2,1
1255,6653,1970,PhD,Married,55158.0,1,1,2012-07-30,72,293,0,87,4,11,23,4,7,2,5,7,0,0,0,0,0,0,1,74217600000000000,51,418,Partner,2,4,1
1256,9094,1955,2n Cycle,Married,62972.0,0,1,2012-03-08,39,313,15,47,20,0,192,2,7,4,3,6,0,0,0,0,0,0,1,86659200000000000,66,587,Partner,1,3,1
1257,810,1975,Graduation,Married,74190.0,0,1,2014-12-05,49,151,81,86,168,91,64,2,4,2,11,2,0,0,0,0,0,0,0,86400000000000,46,641,Partner,1,3,1
1258,5493,1976,Graduation,Married,39356.0,1,1,2014-03-19,21,15,0,2,0,0,6,1,1,0,2,6,1,0,0,0,0,0,0,22636800000000000,45,23,Partner,2,4,1
1259,2147,1969,Graduation,Together,76653.0,0,0,2013-08-16,91,736,63,946,219,189,126,1,4,7,11,2,0,0,1,1,0,0,0,41212800000000000,52,2279,Partner,0,2,0
1260,5107,1973,PhD,Divorced,35860.0,1,1,2014-05-19,37,15,0,8,4,2,20,2,1,1,2,5,1,0,0,0,0,0,0,17366400000000000,48,49,Alone,2,3,1
1261,3979,1983,PhD,Divorced,90687.0,0,0,2013-05-22,98,982,17,672,23,34,51,1,6,2,8,2,0,0,1,0,0,0,1,48643200000000000,38,1779,Alone,0,1,0
1262,6049,1982,Master,Together,73450.0,0,0,2013-05-12,85,1142,51,415,90,69,37,1,7,8,11,3,1,0,0,1,0,0,0,49507200000000000,39,1804,Partner,0,2,0
1263,8147,1960,Graduation,Married,31454.0,1,1,2013-06-07,40,28,0,11,0,0,9,3,2,0,3,8,0,0,0,0,0,0,0,47260800000000000,61,48,Partner,2,4,1
1264,1857,1952,Graduation,Single,47139.0,1,1,2014-06-03,2,46,0,12,0,2,23,2,2,1,2,7,0,0,0,0,0,0,1,16070400000000000,69,83,Alone,2,3,1
1265,3910,1975,Graduation,Divorced,83829.0,0,0,2013-08-10,78,897,161,430,186,161,27,0,4,7,6,1,1,0,1,1,0,0,1,41731200000000000,46,1862,Alone,0,1,0
1266,5207,1963,PhD,Married,53378.0,1,1,2012-09-24,41,489,6,152,8,6,132,10,9,4,6,8,0,0,0,0,0,0,1,69379200000000000,58,793,Partner,2,4,1
1267,11114,1970,Graduation,Together,19656.0,1,0,2013-08-02,94,25,4,9,6,8,32,3,2,1,3,7,0,0,0,0,0,0,0,42422400000000000,51,84,Partner,1,3,1
1268,5429,1948,PhD,Married,45579.0,0,1,2013-08-20,10,145,1,33,2,1,1,1,4,1,4,6,0,0,0,0,0,0,0,40867200000000000,73,183,Partner,1,3,1
1269,9400,1958,2n Cycle,Single,85485.0,0,0,2014-06-21,73,630,26,611,44,18,54,1,6,6,6,2,0,0,0,0,0,0,0,14515200000000000,63,1383,Alone,0,1,0
1270,1740,1944,Graduation,Married,55956.0,0,0,2014-07-04,22,760,38,104,50,9,38,2,7,3,4,4,0,1,0,0,0,0,0,13392000000000000,77,999,Partner,0,2,0
1271,7488,1963,Master,Single,64191.0,0,1,2013-01-22,30,420,15,186,151,38,15,3,5,3,13,3,0,0,0,0,0,0,0,59011200000000000,58,825,Alone,1,2,1
1272,195,1972,Graduation,Single,38808.0,1,0,2012-08-26,21,125,17,52,3,19,30,4,5,1,4,8,1,0,0,0,0,0,1,71884800000000000,49,246,Alone,1,2,1
1273,635,1966,Master,Married,57183.0,1,1,2013-03-19,51,464,5,64,7,0,70,8,9,1,7,8,0,0,0,0,0,0,0,54172800000000000,55,610,Partner,2,4,1
1274,7527,1968,Master,Divorced,23748.0,1,0,2012-11-21,97,6,6,29,12,15,8,3,2,1,3,8,0,0,0,0,0,0,0,64368000000000000,53,76,Alone,1,2,1
1275,10319,1971,Graduation,Married,66303.0,0,1,2013-02-26,56,1090,12,96,16,12,60,4,3,4,11,8,0,1,0,0,0,0,0,55987200000000000,50,1286,Partner,1,3,1
1276,2296,1975,Master,Married,37368.0,1,0,2013-12-16,4,3,2,11,2,2,10,1,1,0,2,6,1,0,0,0,0,0,0,30672000000000000,46,30,Partner,1,3,1
1277,10637,1964,Graduation,Married,40800.0,1,2,2013-01-01,77,24,0,27,8,30,10,2,3,0,3,7,0,0,0,0,0,1,0,60825600000000000,57,99,Partner,3,5,1
1278,2931,1978,Graduation,Divorced,71847.0,0,0,2012-09-21,95,737,21,106,55,63,210,0,6,7,9,3,0,0,0,1,0,0,0,69638400000000000,43,1192,Alone,0,1,0
1279,907,1975,Graduation,Married,46149.0,0,1,2013-11-29,36,254,6,71,4,0,27,5,5,1,7,5,0,0,0,0,0,0,0,32140800000000000,46,362,Partner,1,3,1
1280,3698,1983,Graduation,Together,78687.0,0,0,2012-09-08,13,817,185,687,145,55,241,1,4,6,8,2,0,0,1,0,0,0,1,70761600000000000,38,2130,Partner,0,2,0
1281,9516,1971,2n Cycle,Divorced,49118.0,0,0,2012-08-18,90,620,54,239,99,98,119,2,9,7,10,7,0,1,0,0,1,0,1,72576000000000000,50,1229,Alone,0,1,0
1282,679,1957,PhD,Married,37633.0,1,1,2012-09-20,49,13,4,20,0,0,1,2,1,0,3,9,0,0,0,0,0,0,0,69724800000000000,64,38,Partner,2,4,1
1283,7384,1951,Master,Together,39767.0,0,0,2013-07-21,18,113,61,204,34,26,47,2,7,1,7,8,0,0,0,0,0,0,0,43459200000000000,70,485,Partner,0,2,0
1284,5043,1951,Basic,Married,26997.0,0,0,2012-05-11,89,7,23,78,133,49,144,2,4,2,5,7,0,0,0,0,0,0,0,81129600000000000,70,434,Partner,0,2,0
1285,5267,1970,Graduation,Divorced,33986.0,1,0,2013-03-14,43,16,2,18,2,1,5,1,1,0,3,7,0,0,0,0,0,0,0,54604800000000000,51,44,Alone,1,2,1
1286,339,1972,PhD,Married,57091.0,0,1,2012-11-23,82,462,0,24,6,0,4,2,9,2,5,7,0,1,0,0,0,0,1,64195200000000000,49,496,Partner,1,3,1
1287,2516,1969,2n Cycle,Married,46831.0,1,1,2013-08-06,84,22,2,10,6,4,34,2,1,2,2,4,0,0,0,0,0,0,0,42076800000000000,52,78,Partner,2,4,1
1288,9010,1972,Master,Married,83151.0,0,0,2013-10-02,80,968,147,842,137,42,210,1,5,7,10,2,1,0,1,1,0,0,1,37152000000000000,49,2346,Partner,0,2,0
1289,378,1971,Graduation,Married,52531.0,0,0,2012-12-30,68,283,112,151,51,72,125,2,7,2,10,6,0,0,0,0,0,0,0,60998400000000000,50,794,Partner,0,2,0
1290,4808,1956,Graduation,Married,15759.0,0,0,2013-05-09,12,1,2,5,6,0,3,1,1,0,2,7,0,0,0,0,0,0,0,49766400000000000,65,17,Partner,0,2,0
1291,5068,1971,Graduation,Single,22804.0,1,0,2013-07-31,75,14,1,7,2,1,1,1,2,0,2,9,0,0,0,0,0,0,0,42595200000000000,50,26,Alone,1,2,1
1292,7628,1973,2n Cycle,Married,43050.0,1,0,2014-03-18,10,30,5,24,6,3,8,2,2,0,4,5,0,0,0,0,0,0,0,22723200000000000,48,76,Partner,1,3,1
1293,7128,1977,PhD,Single,42997.0,1,1,2013-07-12,91,4,0,5,0,1,5,1,1,0,2,7,0,0,0,0,0,0,0,44236800000000000,44,15,Alone,2,3,1
1294,2811,1963,PhD,Single,48918.0,1,1,2014-12-04,21,52,0,9,0,0,1,2,1,0,4,4,0,0,0,0,0,0,0,172800000000000,58,62,Alone,2,3,1
1295,3551,1954,Master,Together,60033.0,0,1,2014-03-29,28,62,1,57,19,11,48,2,2,1,5,2,0,0,0,0,0,0,0,21772800000000000,67,198,Partner,1,3,1
1296,1663,1978,PhD,Together,34043.0,1,0,2013-10-25,97,20,2,14,3,0,10,1,2,0,2,9,0,0,0,0,0,0,0,35164800000000000,43,49,Partner,1,3,1
1297,5543,1966,Graduation,Together,57811.0,0,1,2013-06-24,49,545,7,114,37,21,78,5,7,2,11,5,0,1,0,0,0,0,0,45792000000000000,55,802,Partner,1,3,1
1298,1577,1946,Graduation,Married,78569.0,0,0,2014-02-19,14,558,79,622,207,175,95,1,4,6,4,1,0,0,1,0,0,0,1,25056000000000000,75,1736,Partner,0,2,0
1299,10641,1978,Graduation,Single,7500.0,1,1,2012-12-27,5,6,5,4,13,4,25,4,2,1,3,6,0,0,0,0,0,0,0,61257600000000000,43,57,Alone,2,3,1
1300,5336,1971,Master,Together,157733.0,1,0,2013-04-06,37,39,1,9,2,0,8,0,1,0,1,1,0,0,0,0,0,0,0,52617600000000000,50,59,Partner,1,3,1
1301,6024,1953,Graduation,Together,94384.0,0,0,2013-04-03,62,1111,24,790,160,45,172,0,5,8,5,2,0,1,1,1,0,0,1,52876800000000000,68,2302,Partner,0,2,0
1302,1878,1985,2n Cycle,Married,23148.0,0,0,2014-02-18,83,4,6,8,6,3,10,1,2,0,3,7,0,0,0,0,0,0,0,25142400000000000,36,37,Partner,0,2,0
1303,3099,1970,Graduation,Divorced,44267.0,1,1,2013-02-25,48,183,5,65,3,5,49,5,5,2,4,9,0,0,0,0,0,0,0,56073600000000000,51,310,Alone,2,3,1
1304,6055,1979,Graduation,Married,71626.0,0,0,2012-01-11,94,546,72,376,94,145,72,1,5,5,8,3,0,1,0,0,0,0,0,91584000000000000,42,1305,Partner,0,2,0
1305,5841,1966,Graduation,Together,60894.0,0,1,2013-06-28,61,606,7,155,10,0,54,5,10,3,8,7,0,0,0,0,0,0,0,45446400000000000,55,832,Partner,1,3,1
1306,3972,1976,Graduation,Together,50200.0,1,1,2013-03-04,70,266,6,51,8,6,64,6,7,1,5,8,0,0,0,0,0,0,0,55468800000000000,45,401,Partner,2,4,1
1307,4394,1965,PhD,Married,81051.0,0,0,2014-05-23,43,1142,29,249,38,29,14,1,5,5,12,2,0,1,1,0,0,0,0,17020800000000000,56,1501,Partner,0,2,0
1308,5758,1982,Graduation,Married,65169.0,0,0,2014-01-14,23,1074,0,69,0,0,46,1,10,4,13,6,1,0,1,1,1,0,1,28166400000000000,39,1189,Partner,0,2,0
1309,6658,1972,Graduation,Together,59868.0,0,1,2013-07-22,37,771,51,154,54,10,154,7,11,2,12,6,0,0,0,0,0,0,0,43372800000000000,49,1194,Partner,1,3,1
1310,4603,1960,PhD,Married,65695.0,0,1,2014-01-31,50,371,32,189,0,58,6,2,5,4,10,4,0,0,0,0,0,0,0,26697600000000000,61,656,Partner,1,3,1
1311,8427,1956,Master,Single,64857.0,0,0,2012-11-23,78,556,14,717,210,0,43,1,7,5,10,4,0,0,0,0,0,0,0,64195200000000000,65,1540,Alone,0,1,0
1312,10260,1965,Master,Together,45143.0,0,1,2013-08-26,74,202,5,74,11,5,14,3,6,1,5,7,0,0,0,0,0,0,0,40348800000000000,56,311,Partner,1,3,1
1313,7143,1955,2n Cycle,Together,74805.0,0,1,2013-06-11,14,209,162,209,41,162,37,5,4,7,10,2,0,0,0,0,0,0,0,46915200000000000,66,820,Partner,1,3,1
1314,8789,1989,2n Cycle,Married,59060.0,1,0,2014-11-01,77,35,40,111,36,40,12,3,3,1,7,4,0,0,0,0,0,0,0,3024000000000000,32,274,Partner,1,3,1
1315,6197,1962,PhD,Single,27238.0,1,1,2013-04-20,39,37,0,17,0,0,3,3,3,0,3,9,0,0,0,0,0,0,0,51408000000000000,59,57,Alone,2,3,1
1316,4554,1965,Graduation,Together,47009.0,0,1,2013-01-10,89,171,45,73,59,10,90,4,3,2,8,4,0,0,0,0,0,0,0,60048000000000000,56,448,Partner,1,3,1
1317,4937,1973,2n Cycle,Married,46094.0,1,1,2014-10-06,62,12,2,20,3,2,5,1,1,0,3,7,0,0,0,0,0,0,0,5270400000000000,48,44,Partner,2,4,1
1318,1920,1972,Graduation,Married,40321.0,1,1,2013-07-29,59,44,4,21,6,0,27,2,3,0,3,7,0,0,0,0,0,0,0,42768000000000000,49,102,Partner,2,4,1
1319,8749,1984,Graduation,Together,37235.0,1,0,2014-01-02,68,20,2,9,4,6,20,1,1,1,2,4,0,0,0,0,0,0,0,29203200000000000,37,61,Partner,1,3,1
1320,1650,1960,Master,Married,81843.0,0,0,2013-04-22,13,779,86,537,34,69,138,1,5,9,12,3,0,0,0,0,0,0,0,51235200000000000,61,1643,Partner,0,2,0
1321,10377,1958,Master,Together,46692.0,0,1,2013-06-06,37,170,6,97,24,12,88,3,6,1,5,6,0,0,0,0,0,0,0,47347200000000000,63,397,Partner,1,3,1
1322,9206,1968,Graduation,Together,77382.0,0,1,2014-07-01,36,491,48,231,112,105,134,2,5,7,12,1,0,0,1,0,0,0,0,13651200000000000,53,1121,Partner,1,3,1
1323,10971,1977,Graduation,Single,37774.0,2,0,2012-03-09,28,173,8,107,7,2,176,4,7,2,3,9,1,0,0,0,0,1,1,86572800000000000,44,473,Alone,2,3,1
1324,6398,1974,Basic,Married,18393.0,1,0,2014-03-29,2,7,10,13,16,0,4,2,3,0,3,8,0,0,0,0,0,0,0,21772800000000000,47,50,Partner,1,3,1
1325,9212,1962,Master,Married,72828.0,0,1,2013-02-14,17,1205,0,235,19,14,205,6,6,3,13,7,0,0,0,0,0,0,0,57024000000000000,59,1678,Partner,1,3,1
1326,7937,1982,Graduation,Married,24711.0,0,0,2014-04-18,86,10,7,25,6,3,7,1,3,0,3,7,0,0,0,0,0,0,0,20044800000000000,39,58,Partner,0,2,0
1327,839,1975,PhD,Married,45503.0,1,0,2013-09-25,54,97,4,44,6,1,18,1,3,1,4,5,0,0,0,0,0,0,0,37756800000000000,46,170,Partner,1,3,1
1328,4246,1982,Master,Single,6560.0,0,0,2013-12-12,2,67,11,26,4,3,262,0,1,0,1,17,0,0,0,0,0,0,0,31017600000000000,39,373,Alone,0,1,0
1329,158,1945,PhD,Together,71604.0,0,0,2013-11-17,3,345,53,528,98,75,97,1,8,3,5,4,1,0,0,0,0,0,1,33177600000000000,76,1196,Partner,0,2,0
1330,4832,1979,Graduation,Married,27244.0,1,0,2014-07-03,84,6,5,17,3,24,46,2,2,2,2,7,0,0,0,0,0,0,0,13478400000000000,42,101,Partner,1,3,1
1331,5621,1969,Graduation,Married,48752.0,1,1,2012-12-12,8,73,57,100,71,15,0,5,6,1,5,9,0,0,0,0,0,0,1,62553600000000000,52,316,Partner,2,4,1
1332,1945,1962,Graduation,Married,71434.0,0,1,2013-09-18,4,711,36,217,172,96,168,3,7,4,7,4,0,1,0,1,0,0,0,38361600000000000,59,1400,Partner,1,3,1
1333,5147,1948,Graduation,Single,90842.0,0,0,2013-07-29,57,774,70,118,182,187,93,1,4,9,13,1,0,0,0,0,0,0,0,42768000000000000,73,1424,Alone,0,1,0
1334,2535,1978,Master,Married,88097.0,1,0,2012-08-18,24,163,0,480,0,126,75,1,6,5,8,9,0,1,1,1,0,0,1,72576000000000000,43,844,Partner,1,3,1
1335,11039,1975,Graduation,Married,51948.0,0,1,2013-09-17,51,82,33,54,71,30,41,2,5,2,4,5,0,0,0,0,0,0,0,38448000000000000,46,311,Partner,1,3,1
1336,9495,1982,Graduation,Together,71853.0,0,0,2013-08-05,29,358,108,413,141,97,32,1,2,8,6,1,0,0,0,0,0,0,0,42163200000000000,39,1149,Partner,0,2,0
1337,9635,1983,Master,Married,35876.0,0,0,2014-04-20,13,66,2,40,4,3,14,1,3,1,3,6,0,0,0,0,0,0,0,19872000000000000,38,129,Partner,0,2,0
1338,2173,1952,Graduation,Widow,40049.0,0,1,2013-10-16,23,13,6,7,0,3,3,1,1,0,3,6,0,0,0,0,0,0,0,35942400000000000,69,32,Alone,1,2,1
1339,942,1982,Graduation,Single,39660.0,1,0,2012-08-08,36,139,13,78,20,13,36,3,7,1,3,9,0,0,0,0,0,0,1,73440000000000000,39,299,Alone,1,2,1
1340,9386,1962,Graduation,Together,50127.0,0,1,2014-05-29,88,274,0,21,4,6,15,1,5,1,6,6,0,1,0,0,0,0,0,16502400000000000,59,320,Partner,1,3,1
1341,5510,1977,Master,Married,43263.0,0,1,2012-11-21,2,262,6,61,0,10,102,3,5,2,6,5,0,0,0,0,0,0,0,64368000000000000,44,441,Partner,1,3,1
1342,873,1949,Master,Married,62845.0,1,1,2012-01-10,3,1099,0,45,0,0,34,11,3,4,10,8,0,1,0,0,0,0,1,91670400000000000,72,1178,Partner,2,4,1
1343,2253,1990,Graduation,Married,18929.0,0,0,2013-02-16,15,32,0,8,23,4,18,1,1,0,4,6,0,0,0,0,0,0,0,56851200000000000,31,85,Partner,0,2,0
1344,5181,1982,Basic,Single,24367.0,1,0,2013-03-20,58,2,4,2,0,11,5,1,1,0,2,9,0,0,0,0,0,0,0,54086400000000000,39,24,Alone,1,2,1
1345,979,1975,Graduation,Single,33249.0,1,0,2013-02-20,11,6,10,21,19,14,42,2,2,1,3,6,0,0,0,0,0,0,0,56505600000000000,46,112,Alone,1,2,1
1346,10390,1959,2n Cycle,Married,26887.0,0,1,2013-10-02,27,6,7,4,3,4,6,1,1,0,3,6,0,0,0,0,0,0,0,37152000000000000,62,30,Partner,1,3,1
1347,4698,1983,PhD,Married,50150.0,0,0,2013-06-20,32,135,46,92,65,61,11,2,5,2,7,5,0,0,0,0,0,0,0,46137600000000000,38,410,Partner,0,2,0
1348,7793,1976,Graduation,Together,62061.0,0,1,2013-08-31,12,641,7,84,0,30,38,3,10,4,7,6,0,1,0,0,0,0,0,39916800000000000,45,800,Partner,1,3,1
1349,1745,1962,PhD,Divorced,85696.0,0,0,2013-03-05,88,714,76,395,116,0,12,1,4,6,9,1,0,0,0,0,0,0,1,55382400000000000,59,1313,Alone,0,1,0
1350,10590,1956,PhD,Together,76542.0,0,0,2013-03-30,91,794,73,573,0,29,14,1,4,8,10,2,0,0,0,0,0,0,0,53222400000000000,65,1483,Partner,0,2,0
1351,5080,1993,Graduation,Single,70515.0,0,0,2013-10-21,12,420,0,452,182,64,140,1,6,6,4,2,0,0,0,0,0,0,1,35510400000000000,28,1258,Alone,0,1,0
1352,8369,1987,Graduation,Together,18227.0,1,0,2012-08-11,21,1,2,7,4,3,11,1,0,1,2,8,0,0,0,0,0,0,0,73180800000000000,34,28,Partner,1,3,1
1353,5232,1965,Graduation,Married,69139.0,0,1,2014-01-27,23,86,12,75,33,15,6,1,4,1,5,4,0,0,0,0,0,0,0,27043200000000000,56,227,Partner,1,3,1
1354,2407,1982,Graduation,Married,69109.0,0,0,2012-09-11,10,823,25,459,124,29,95,1,6,6,7,4,0,0,1,0,0,0,1,70502400000000000,39,1555,Partner,0,2,0
1355,3834,1962,Graduation,Single,69627.0,0,1,2013-03-17,35,231,161,215,171,30,53,2,8,2,11,5,0,0,0,0,0,0,0,54345600000000000,59,861,Alone,1,2,1
1356,7912,1978,Graduation,Married,38136.0,1,0,2013-04-22,69,8,15,27,0,20,33,2,3,1,2,8,1,0,0,0,0,0,0,51235200000000000,43,103,Partner,1,3,1
1357,7712,1946,PhD,Single,62159.0,0,0,2014-04-28,68,182,17,259,77,70,29,1,6,2,10,4,0,0,0,0,0,0,0,19180800000000000,75,634,Alone,0,1,0
1358,1065,1963,Graduation,Single,80695.0,0,0,2013-12-29,85,557,129,984,193,37,18,1,5,8,5,2,0,0,0,0,0,0,0,29548800000000000,58,1918,Alone,0,1,0
1359,7275,1971,Master,Single,33316.0,1,1,2013-04-10,34,79,1,31,4,4,12,3,2,1,4,6,0,0,0,0,0,0,0,52272000000000000,50,131,Alone,2,3,1
1360,1343,1968,Graduation,Together,58554.0,1,1,2012-09-26,55,368,24,68,38,0,88,6,8,2,6,7,0,0,0,0,0,0,0,69206400000000000,53,586,Partner,2,4,1
1361,1384,1992,Basic,Married,17256.0,1,0,2013-11-23,10,6,4,14,8,8,22,2,2,1,2,8,1,0,0,0,0,0,0,32659200000000000,29,62,Partner,1,3,1
1362,9967,1974,Graduation,Divorced,53034.0,1,1,2013-05-30,30,160,15,196,15,11,50,8,6,1,7,8,0,0,0,0,0,0,0,47952000000000000,47,447,Alone,2,3,1
1363,6181,1950,2n Cycle,Together,52203.0,0,0,2012-07-31,36,488,21,238,56,108,28,1,8,7,11,6,0,0,0,0,0,0,0,74131200000000000,71,939,Partner,0,2,0
1364,10507,1977,2n Cycle,Divorced,59601.0,0,1,2013-07-25,14,691,7,69,0,7,23,4,2,2,7,8,0,1,0,0,0,0,0,43113600000000000,44,797,Alone,1,2,1
1365,2674,1958,Master,Single,75154.0,0,1,2012-04-09,79,543,10,205,160,143,82,1,6,3,6,3,0,0,0,0,0,0,1,83894400000000000,63,1143,Alone,1,2,1
1366,2698,1976,Graduation,Single,47025.0,0,1,2013-07-11,52,254,7,108,20,0,26,3,6,3,5,6,0,0,0,0,0,0,0,44323200000000000,45,415,Alone,1,2,1
1367,3231,1973,Graduation,Married,37971.0,1,0,2013-11-25,97,5,4,10,2,2,7,1,1,0,3,8,0,0,0,0,0,0,0,32486400000000000,48,30,Partner,1,3,1
1368,4096,1968,Master,Divorced,41335.0,1,0,2013-12-26,24,112,19,21,16,14,5,3,4,1,4,7,0,0,0,0,0,0,0,29808000000000000,53,187,Alone,1,2,1
1369,10476,1958,Graduation,Married,67267.0,0,1,2014-05-13,0,134,11,59,15,2,30,1,3,2,5,2,0,0,0,0,0,0,0,17884800000000000,63,251,Partner,1,3,1
1370,5948,1975,Graduation,Single,57338.0,0,1,2014-04-29,96,143,6,52,11,8,17,2,4,1,5,5,0,0,0,0,0,0,0,19094400000000000,46,237,Alone,1,2,1
1371,9140,1960,2n Cycle,Together,50523.0,1,1,2013-12-25,89,51,4,24,4,7,1,2,2,0,4,6,0,0,0,0,0,0,0,29894400000000000,61,91,Partner,2,4,1
1372,10258,1965,Master,Single,35791.0,2,1,2013-06-05,94,27,0,5,0,0,3,2,1,0,3,8,0,0,0,0,0,0,0,47433600000000000,56,35,Alone,3,4,1
1373,5675,1960,PhD,Divorced,50611.0,0,1,2012-04-10,98,459,0,24,6,0,4,6,4,5,7,6,0,1,0,0,0,0,0,83808000000000000,61,493,Alone,1,2,1
1374,4743,1969,PhD,Married,56242.0,0,1,2013-03-03,72,689,8,167,11,8,88,5,8,4,11,6,0,0,0,0,0,0,0,55555200000000000,52,971,Partner,1,3,1
1375,8805,1960,Graduation,Single,48904.0,0,1,2012-02-12,1,283,10,38,0,13,27,4,7,2,4,8,0,0,0,0,0,0,0,88819200000000000,61,371,Alone,1,2,1
1376,1542,1975,Graduation,Single,56243.0,1,2,2013-12-30,26,347,0,35,4,3,7,6,4,2,8,5,0,0,0,0,0,0,0,29462400000000000,46,396,Alone,3,4,1
1377,6770,1985,Graduation,Married,21355.0,1,0,2013-08-20,5,5,13,14,0,5,31,2,2,1,2,6,1,0,0,0,0,0,1,40867200000000000,36,68,Partner,1,3,1
1378,8773,1971,Master,Together,57420.0,0,1,2013-06-25,22,280,0,18,0,0,24,3,5,1,6,7,0,1,0,0,0,0,0,45705600000000000,50,322,Partner,1,3,1
1380,10420,1955,Master,Divorced,46390.0,0,1,2014-05-05,56,95,14,64,2,9,38,1,4,2,3,7,0,0,0,0,0,0,0,18576000000000000,66,222,Alone,1,2,1
1381,7514,1956,2n Cycle,Together,54342.0,1,1,2013-03-07,74,84,10,34,11,10,28,4,3,1,4,6,0,0,0,0,0,0,0,55209600000000000,65,177,Partner,2,4,1
1384,793,1973,Graduation,Married,20895.0,1,0,2012-06-10,24,18,3,17,3,0,4,1,2,0,3,9,0,0,0,0,0,0,0,78537600000000000,48,45,Partner,1,3,1
1385,10909,1948,Graduation,Married,92344.0,0,0,2014-01-15,9,992,24,694,51,19,119,0,5,10,5,1,1,0,1,0,0,0,0,28080000000000000,73,1899,Partner,0,2,0
1387,8702,1976,2n Cycle,Together,26907.0,1,1,2013-08-20,10,9,1,7,0,3,2,2,1,0,3,7,0,0,0,0,0,0,0,40867200000000000,45,22,Partner,2,4,1
1388,4791,1980,Graduation,Together,44964.0,1,1,2012-12-16,35,19,1,17,2,0,2,1,1,0,3,8,0,0,0,0,0,0,0,62208000000000000,41,41,Partner,2,4,1
1389,2963,1979,Graduation,Together,75507.0,0,0,2014-02-05,56,709,93,374,104,80,80,1,8,6,6,3,0,0,0,0,0,0,0,26265600000000000,42,1440,Partner,0,2,0
1390,8216,1972,Master,Married,53761.0,1,1,2013-11-10,7,158,0,76,13,7,71,6,4,4,3,5,0,0,0,0,0,0,0,33782400000000000,49,325,Partner,2,4,1
1391,8140,1973,Graduation,Together,22682.0,1,0,2013-03-10,51,10,14,29,4,2,36,3,2,1,4,4,0,0,0,0,0,0,0,54950400000000000,48,95,Partner,1,3,1
1392,10146,1972,PhD,Together,38887.0,1,0,2014-02-03,17,25,1,13,0,0,3,1,1,0,3,7,0,0,0,0,0,0,0,26438400000000000,49,42,Partner,1,3,1
1393,5289,1975,2n Cycle,Single,41658.0,1,1,2012-09-11,30,8,4,12,15,4,29,2,1,1,2,4,0,0,0,0,0,0,0,70502400000000000,46,72,Alone,2,3,1
1394,2587,1972,PhD,Married,29791.0,1,0,2014-05-15,21,14,0,6,0,0,0,2,2,0,3,5,0,0,0,0,0,0,0,17712000000000000,49,20,Partner,1,3,1
1395,4405,1956,Master,Married,63915.0,0,2,2013-07-30,2,622,7,115,30,0,15,2,6,3,12,5,0,0,0,0,0,0,0,42681600000000000,65,789,Partner,2,4,1
1396,8663,1974,Graduation,Divorced,39996.0,1,1,2014-05-22,85,11,0,3,0,0,1,1,1,0,2,6,0,0,0,0,0,0,0,17107200000000000,47,15,Alone,2,3,1
1397,2589,1972,Graduation,Divorced,26759.0,1,0,2014-07-02,65,25,3,16,8,5,2,2,2,1,3,6,0,0,0,0,0,0,0,13564800000000000,49,59,Alone,1,2,1
1398,3421,1968,Master,Divorced,63841.0,0,1,2013-04-21,64,635,15,100,20,7,131,1,9,3,9,6,0,0,0,0,0,0,0,51321600000000000,53,908,Alone,1,2,1
1399,10490,1969,PhD,Married,51039.0,1,1,2012-10-12,11,100,64,79,65,0,109,2,6,2,4,7,0,0,0,0,0,0,0,67824000000000000,52,417,Partner,2,4,1
1400,4094,1961,Graduation,Married,60544.0,1,1,2012-08-25,92,201,2,43,3,5,35,4,5,1,5,6,0,0,0,0,0,0,0,71971200000000000,60,289,Partner,2,4,1
1401,9958,1972,Graduation,Married,65685.0,0,1,2014-03-29,54,642,14,49,0,7,57,1,9,2,9,5,0,0,0,0,0,0,0,21772800000000000,49,769,Partner,1,3,1
1402,2534,1953,Graduation,Married,37716.0,0,1,2014-04-21,4,97,1,41,6,2,41,2,4,1,3,7,0,0,0,0,0,0,0,19785600000000000,68,188,Partner,1,3,1
